make,model,yom,transmission,fuel_type,engine_capacity,mileage,price
PERODUA,VIVA ELITE,2010,AUTOMATIC,PETROL,1000,154767,4450000
TATA,NANO,2015,MANUAL,PETROL,650,170000,2095000
TATA,207,2011,MANUAL,DIESEL,2900,2121212,1450000
TATA,XENON,2015,MANUAL,DIESEL,2956,83000,3400000
TATA,207,2005,MANUAL,DIESEL,-,-,1175000
TATA,207,1995,MANUAL,DIESEL,19000,25000,775000
TATA,207,2010,MANUAL,DIESEL,2500,275000,1500000
NISSAN,HB11,1985,MANUAL,PETROL,1500,-,1120000
NISSAN,AD WAGON,1997,AUTOMATIC,DIESEL,1680,267089,2515000
NISSAN,MARCH K11,1995,MANUAL,PETROL,1000,225000,2345000
NISSAN,BLUEBIRD SU14,1999,MANUAL,DIESEL,1970,240000,3125000
NISSAN,SUNNY B11,1984,MANUAL,PETROL,1300,-,980000
NISSAN,FB15,1999,AUTOMATIC,PETROL,1500,100000,4550000
NISSAN,SUNNY B211,1977,MANUAL,PETROL,1200,-,580000
NISSAN,SUNNY FB15,2004,AUTOMATIC,PETROL,1300,132730,4675000
NISSAN,SUNNY HB11,1984,MANUAL,PETROL,1400,178000,1175000
NISSAN,BLUEBIRD SU14,1999,MANUAL,DIESEL,1973,256000,3100000
NISSAN,Y11,2001,AUTOMATIC,PETROL,1500,230000,2900000
NISSAN,LEAF,2016,AUTOMATIC,ELECTRIC,70,52000,6200000
NISSAN,HB11,1983,MANUAL,PETROL,1500,21234,575000
NISSAN,MARCH K12,2006,AUTOMATIC,PETROL,1000,150000,3990000
NISSAN,SYLPHY N17,2003,AUTOMATIC,PETROL,1500,214000,5490000
NISSAN,NISSAN,2000,AUTOMATIC,DIESEL,1973,55555,3025000
NISSAN,SB14,1996,AUTOMATIC,DIESEL,1970,220000,2595000
NISSAN,LEAF,2014,AUTOMATIC,ELECTRIC,70,106427,5290000
NISSAN,BLUEBIRD SYLPHY,2004,MANUAL,PETROL,1500,302674,4695000
NISSAN,N16,2002,AUTOMATIC,PETROL,1500,374500,4195000
NISSAN,SUNNY B310,1978,MANUAL,PETROL,1200,12345,1190000
NISSAN,AD WAGON VB11,1986,MANUAL,PETROL,1270,-,985000
NISSAN,Y10 WINGROAD,1998,AUTOMATIC,DIESEL,1600,220000,3500000
NISSAN,FB30,1990,MANUAL,DIESEL,1900,-,475000
NISSAN,B211,1978,MANUAL,PETROL,1000,350000,440000
NISSAN,TRAD SUNNY,1990,MANUAL,PETROL,1500,-,1975000
NISSAN,FB30,1990,MANUAL,DIESEL,1800,-,475000
NISSAN,MARCH K10,1990,MANUAL,DIESEL,650,9999,1495000
NISSAN,TRAD SUNNY,1988,MANUAL,PETROL,1500,116200,1250000
NISSAN,B15,2003,AUTOMATIC,PETROL,1300,1950000,4650000
NISSAN,PRIMERA SR 20,1998,MANUAL,PETROL,1890,80000,3650000
NISSAN,B11,1984,MANUAL,PETROL,1500,200000,875000
NISSAN,MARCH AK12,2002,AUTOMATIC,PETROL,1000,6532,1500000
NISSAN,PULSAR,1984,MANUAL,DIESEL,1500,-,1025000
NISSAN,FB12,1988,MANUAL,PETROL,1500,190000,1975000
NISSAN,WINGROAD Y10,1997,AUTOMATIC,DIESEL,2000,-,2225000
NISSAN,TRAD SUNNY,1986,MANUAL,DIESEL,1500,1111,1400000
NISSAN,PULSAR,1998,MANUAL,PETROL,1500,12345,3100000
NISSAN,HB11,1985,MANUAL,PETROL,1500,100000,780000
NISSAN,CHERAT,1988,MANUAL,DIESEL,1000,40000,725000
NISSAN,TRAD SUNNY HB12 SUPER SALOON,1987,MANUAL,PETROL,1500,100000,1675000
NISSAN,LEAF,2015,AUTOMATIC,ELECTRIC,70,98000,5950000
NISSAN,SUNNY,1993,MANUAL,DIESEL,1680,0,1900000
NISSAN,FB14,1999,MANUAL,PETROL,1400,230000,2920000
NISSAN,DAYZ,2015,AUTOMATIC,PETROL,650,91181,6650000
NISSAN,FB14 EX SALOON,1998,MANUAL,PETROL,1500,12334,3210000
NISSAN,FB15 EX SALOON,2003,AUTOMATIC,PETROL,1500,246000,4675000
NISSAN,LEAF,2014,AUTOMATIC,ELECTRIC,80,120000,4950000
NISSAN,N17,2007,AUTOMATIC,PETROL,1300,135000,5350000
NISSAN,HB11,1985,MANUAL,PETROL,1500,0,990000
NISSAN,MARCH,2000,AUTOMATIC,PETROL,1000,12345,3450000
NISSAN,FB14 EX SALOON RED LIGHT,1997,AUTOMATIC,PETROL,1500,200000,3290000
NISSAN,AVENIR,1997,AUTOMATIC,DIESEL,1970,210000,1950000
NISSAN,B2118,1976,MANUAL,PETROL,1200,245154,820000
NISSAN,PULSAR HN13 SPORTS HATCHBACK,1989,MANUAL,PETROL,1500,260000,1750000
NISSAN,WINGROAD,2000,AUTOMATIC,DIESEL,2000,-,1975000
NISSAN,LEAF X GRADE,2014,AUTOMATIC,ELECTRIC,-,78000,3500000
NISSAN,VANETTE,1998,MANUAL,DIESEL,1950,122000,4375000
NISSAN,CARAVAN,1996,MANUAL,DIESEL,2700,275124,8575000
NISSAN,VANETTE,1992,MANUAL,DIESEL,-,-,2850000
NISSAN,E25 GX,2003,AUTOMATIC,DIESEL,3000,198455,8425000
NISSAN,CARAVAN,1995,MANUAL,DIESEL,2700,185000,5950000
NISSAN,CARAVAN,1994,MANUAL,DIESEL,2700,160000,7150000
NISSAN,VRG,1981,MANUAL,DIESEL,27,-,2350000
NISSAN,VANETTE,1992,MANUAL,DIESEL,1800,150000,2950000
NISSAN,CARAVAN,1994,MANUAL,DIESEL,2660,2660,7375000
NISSAN,VANETTE,1986,MANUAL,DIESEL,1950,175143,2385000
NISSAN,FARGO,1985,MANUAL,DIESEL,-,100000,1575000
NISSAN,VANETTE,2002,AUTOMATIC,DIESEL,2180,272315,5325000
NISSAN,VANETTE,1998,AUTOMATIC,PETROL,1800,85750,4250000
NISSAN,VANETTE,1990,MANUAL,DIESEL,1950,580000,2500000
NISSAN,VRG,1982,MANUAL,DIESEL,27,125000,2850000
NISSAN,VANETTE,1993,MANUAL,DIESEL,1950,328062,3150000
NISSAN,VANETTE,2001,MANUAL,DIESEL,2000,100,5570000
NISSAN,E25,2002,AUTOMATIC,DIESEL,2998,175000,8800000
NISSAN,CARAVAN,1985,MANUAL,DIESEL,-,-,1975000
NISSAN,CLIPPER,2024,AUTOMATIC,PETROL,650,2640,8990000
NISSAN,CARAVAN,1986,MANUAL,DIESEL,2800,0,2050000
NISSAN,CARAVAN,1992,MANUAL,DIESEL,-,-,5650000
NISSAN,NV200,2014,AUTOMATIC,PETROL,1500,186000,10000000
NISSAN,CARAVAN,1981,MANUAL,DIESEL,24,-,875000
NISSAN,CARAVAN,1999,MANUAL,DIESEL,-,-,7800000
NISSAN,VANETTE,1990,MANUAL,DIESEL,1,-,2550000
NISSAN,VANETTE,1990,MANUAL,DIESEL,1950,250000,3100000
NISSAN,X-TRAIL,2015,AUTOMATIC,PETROL,1980,155000,11600000
NISSAN,X-TRAIL MODE PREMIER,2016,AUTOMATIC,HYBRID,2000,95000,11875000
NISSAN,X-TRAIL T31,2012,AUTOMATIC,DIESEL,2000,114800,12550000
NISSAN,X-TRAIL MODE PREMIER,2016,AUTOMATIC,HYBRID,2000,100500,12900000
NISSAN,PATROL,1985,MANUAL,DIESEL,4200,404000,5995000
NISSAN,X-TRAIL T31,2009,MANUAL,DIESEL,2000,132000,11000000
NISSAN,X-TRAIL,2016,AUTOMATIC,HYBRID,2000,129000,12900000
NISSAN,JUKE,2012,AUTOMATIC,PETROL,1600,0,8125000
NISSAN,MURANO,2004,AUTOMATIC,PETROL,3500,120000,6550000
NISSAN,NAVARA AVENTURA,2007,AUTOMATIC,DIESEL,2500,154500,7500000
NISSAN,DATSUN D22,1998,MANUAL,DIESEL,3200,261433,6600000
NISSAN,D21,1986,MANUAL,DIESEL,2300,200000,2800000
NISSAN,NAVARA,2006,MANUAL,DIESEL,2500,160000,6100000
NISSAN,D21,1996,MANUAL,DIESEL,2700,263000,5250000
SUZUKI,ALTO,2004,MANUAL,PETROL,1000,139000,2290000
SUZUKI,WAGON R FZ,2015,AUTOMATIC,HYBRID,660,104000,6100000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,85000,3990000
SUZUKI,SPACIA,2018,AUTOMATIC,HYBRID,660,131000,6375000
SUZUKI,MARUTI,2008,MANUAL,PETROL,800,68000,2450000
SUZUKI,ALTO,2008,MANUAL,PETROL,800,183000,2950000
SUZUKI,ZEN,2006,MANUAL,PETROL,1000,150000,2450000
SUZUKI,ALTO JAPAN HA23,2004,AUTOMATIC,PETROL,650,148000,4250000
SUZUKI,IGNIS,2016,AUTOMATIC,HYBRID,1240,67000,6800000
SUZUKI,CELERIO VXI,2016,AUTOMATIC,PETROL,10000,106500,4890000
SUZUKI,ALTO JAPAN,2011,AUTOMATIC,PETROL,650,157000,4425000
SUZUKI,ALTO L SAFETY,2023,AUTOMATIC,PETROL,660,13850,7550000
SUZUKI,WAGON R FZ,2018,AUTOMATIC,PETROL,650,152000,7200000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,84000,3885000
SUZUKI,SWIFT,2008,AUTOMATIC,PETROL,1300,178523,5785000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,63449,3775000
SUZUKI,MARUTI,1996,MANUAL,PETROL,800,-,1195000
SUZUKI,CELERIO,2015,AUTOMATIC,PETROL,1000,79000,5585000
SUZUKI,WAGON R CUSTOM Z,2023,AUTOMATIC,HYBRID,650,3183,9895000
SUZUKI,ALTO,2017,AUTOMATIC,PETROL,650,83000,5650000
SUZUKI,MARUTI,1995,MANUAL,PETROL,800,136000,1200000
SUZUKI,WAGON R FX,2024,AUTOMATIC,PETROL,650,400,8150000
SUZUKI,ALTO 800,2014,MANUAL,PETROL,800,130000,3760000
SUZUKI,SPACIA,2016,AUTOMATIC,HYBRID,650,89,7299999
SUZUKI,WAGON R FX,2023,AUTOMATIC,PETROL,660,9200,8425000
SUZUKI,SWIFT RS,2018,AUTOMATIC,PETROL,1000,43000,9575000
SUZUKI,WAGON R FX SAFETY,2023,AUTOMATIC,HYBRID,660,14839,8650000
SUZUKI,SPACIA CUSTOM Z,2018,AUTOMATIC,HYBRID,660,116000,8750000
SUZUKI,MARUTI 800,2011,MANUAL,PETROL,800,-,2600000
SUZUKI,ALTO,2016,MANUAL,PETROL,800,108000,3960000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,140000,3995000
SUZUKI,WAGON R FZ,2017,AUTOMATIC,PETROL,660,123500,7100000
SUZUKI,BALENO,2018,AUTOMATIC,PETROL,990,73000,8175000
SUZUKI,MARUTI 800,2007,MANUAL,PETROL,800,36000,2150000
SUZUKI,SWIFT JAPAN,2007,AUTOMATIC,PETROL,1300,137000,5250000
SUZUKI,WAGON R,2014,AUTOMATIC,PETROL,660,103000,5980000
SUZUKI,WAGON R STINGRAY,2015,AUTOMATIC,PETROL,650,137000,6300000
SUZUKI,MARUTI,2008,MANUAL,PETROL,800,30938,2200000
SUZUKI,MARUTI,2011,MANUAL,PETROL,796,58400,2475000
SUZUKI,WAGON R,2014,AUTOMATIC,HYBRID,660,150000,5850000
SUZUKI,ZEN,2006,MANUAL,PETROL,1000,-,2375000
SUZUKI,ALTO,2011,MANUAL,PETROL,800,129340,3140000
SUZUKI,MARUTI,2006,MANUAL,PETROL,800,1,2075000
SUZUKI,ALTO 800 LXI,2014,MANUAL,PETROL,800,145000,3550000
SUZUKI,SPACIA CUSTOM Z,2017,AUTOMATIC,PETROL,650,86000,7350000
SUZUKI,ALTO LXI,2013,MANUAL,PETROL,800,117800,3550000
SUZUKI,MARUTI 800,2000,MANUAL,PETROL,800,68000,1675000
SUZUKI,BALENO,2017,AUTOMATIC,PETROL,1000,86478,8200000
SUZUKI,WAGON R,2012,MANUAL,PETROL,1000,90000,4090000
SUZUKI,SPACIA,2015,AUTOMATIC,PETROL,650,99418,6290000
SUZUKI,MARUTI,2011,MANUAL,PETROL,800,42000,2490000
SUZUKI,ALTO JAPAN,2023,AUTOMATIC,PETROL,650,7500,7250000
SUZUKI,SWIFT,2003,AUTOMATIC,PETROL,1300,186000,4250000
SUZUKI,ALTO 800,2015,MANUAL,PETROL,800,99000,3855000
SUZUKI,ZEN,2005,MANUAL,PETROL,1000,175000,2275000
SUZUKI,MARUTI,1981,MANUAL,PETROL,1111,1111,825000
SUZUKI,WAGON R STINGRAY TURBO,2023,AUTOMATIC,HYBRID,660,385,9375000
SUZUKI,SWIFT,2007,AUTOMATIC,PETROL,1500,180,5650000
SUZUKI,WAGON R,2018,AUTOMATIC,PETROL,-,73000,7100000
SUZUKI,ALTO,2015,MANUAL,PETROL,650,-,3675000
SUZUKI,SPACIA XS CUSTOM,2018,AUTOMATIC,HYBRID,650,78000,8500000
SUZUKI,ALTO 800,2021,MANUAL,PETROL,800,100000,3200000
SUZUKI,EVERY,2002,MANUAL,PETROL,650,165000,3450000
SUZUKI,EVERY SEMI JOIN,2014,AUTOMATIC,PETROL,650,110000,5850000
SUZUKI,EVERY DA17 JOIN,2015,AUTOMATIC,PETROL,650,84000,6725000
SUZUKI,EVERY JOIN,2023,AUTOMATIC,PETROL,650,3800,8450000
SUZUKI,EVERY,1999,AUTOMATIC,PETROL,650,0,2990000
SUZUKI,OMNI,2006,MANUAL,PETROL,800,141012,1795000
SUZUKI,GRAND VITARA,2004,AUTOMATIC,PETROL,2753,200185,6600000
SUZUKI,GYPSY KING,1993,MANUAL,DIESEL,1800,100000,900000
SUZUKI,S CROSS,2018,AUTOMATIC,PETROL,1000,35000,12925000
SUZUKI,ESCUDO,2001,AUTOMATIC,PETROL,1990,200000,5500000
MICRO,TREND,2012,MANUAL,PETROL,1000,72500,1780000
MICRO,FAMILIA 323 BJ5P,2000,AUTOMATIC,PETROL,1500,172000,3690000
MICRO,TREND,2010,MANUAL,PETROL,1000,60300,2185000
MICRO,MX7,2014,MANUAL,PETROL,1500,160000,3590000
MICRO,RHINO,2011,MANUAL,DIESEL,1994,200000,2650000
MICRO,KORANDO,2014,AUTOMATIC,DIESEL,2000,159000,8675000
MITSUBISHI,GALANT,1996,MANUAL,PETROL,1835,150000,2590000
MITSUBISHI,LANCER WAGON,1979,MANUAL,PETROL,1400,22222,510000
MITSUBISHI,LANCER CS2 CEDIA,2000,AUTOMATIC,PETROL,1500,165000,4750000
MITSUBISHI,LANCER BOX,1984,MANUAL,PETROL,1400,150000,825000
MITSUBISHI,LANCER CK2 MX TOWERING,1998,AUTOMATIC,PETROL,1500,16000,4350000
MITSUBISHI,LANCER,1983,MANUAL,PETROL,1400,-,745000
MITSUBISHI,COLT,1980,MANUAL,PETROL,1400,-,950000
MITSUBISHI,MITSUBISHI,1985,MANUAL,PETROL,650,34825,575000
MITSUBISHI,LANCER WAGON,1977,MANUAL,PETROL,1400,111,325000
MITSUBISHI,LANCER BOX,1980,MANUAL,PETROL,1500,1000000,560000
MITSUBISHI,LANCER BOX,1982,MANUAL,PETROL,1300,0,775000
MITSUBISHI,LANCER WAGON,0,MANUAL,PETROL,1400,1111111,680000
MITSUBISHI,C11,1985,MANUAL,PETROL,1300,0,695000
MITSUBISHI,LANCER C11 GLX,1987,MANUAL,PETROL,1300,165000,1075000
MITSUBISHI,LANCER WAGON,1980,MANUAL,PETROL,1600,0,325000
MITSUBISHI,VERADA LANCER,2001,AUTOMATIC,PETROL,3500,-,2850000
MITSUBISHI,LANCER WAGON,1981,MANUAL,PETROL,1400,47000,830000
MITSUBISHI,LANCER WAGON,1986,MANUAL,PETROL,1300,0,595000
MITSUBISHI,LANCER,1981,MANUAL,PETROL,1400,11111,580000
MITSUBISHI,LANCER WAGON GL,1983,MANUAL,PETROL,1400,98500,765000
MITSUBISHI,CS2,2002,AUTOMATIC,PETROL,1500,-,5950000
MITSUBISHI,L300,1981,MANUAL,PETROL,-,-,600000
MITSUBISHI,DELICA T 120,1979,MANUAL,PETROL,1400,265000,650000
MITSUBISHI,MINICAB,2006,MANUAL,PETROL,650,-,4500000
MITSUBISHI,T20,1979,MANUAL,DIESEL,1000,150000,620000
MITSUBISHI,L300,1983,MANUAL,DIESEL,2000,89089,1760000
MITSUBISHI,MINICAB,2017,AUTOMATIC,PETROL,660,157876,5175000
MITSUBISHI,L300,1981,MANUAL,PETROL,1400,156000,1500000
MITSUBISHI,L300,1982,MANUAL,PETROL,1400,626262262,1880000
MITSUBISHI,L300,1986,MANUAL,DIESEL,1970,0,1475000
MITSUBISHI,L300,1992,MANUAL,DIESEL,2500,200000,2800000
MITSUBISHI,L300,1980,MANUAL,PETROL,-,100000,1300000
MITSUBISHI,MONTERO V6 GDI,2000,AUTOMATIC,PETROL,3500,132500,11250000
MITSUBISHI,OUTLANDER,2013,AUTOMATIC,HYBRID,2000,114765,13390000
MITSUBISHI,4DR5 J24H,1978,MANUAL,DIESEL,2650,-,3550000
MITSUBISHI,ECLIPSE,2018,AUTOMATIC,PETROL,1,85000,17000000
MITSUBISHI,PAJERO MK1,1983,MANUAL,DIESEL,2400,295000,4475000
MITSUBISHI,MONTERO SPORT,2007,MANUAL,DIESEL,2500,167000,10800000
MITSUBISHI,MONTERO PAJERO INTERCOOLER,1999,MANUAL,DIESEL,2800,316000,10500000
MITSUBISHI,PAJERO,1992,AUTOMATIC,DIESEL,2500,200000,5650000
MITSUBISHI,MONTERO SPORT,2012,AUTOMATIC,DIESEL,2500,146000,15550000
MITSUBISHI,4DR5 J44 LONG,1978,MANUAL,DIESEL,2660,200000,3600000
MITSUBISHI,MONTERO,2015,AUTOMATIC,DIESEL,3200,81000,36800000
MITSUBISHI,L200 TRITON,2010,MANUAL,DIESEL,2500,202000,10650000
MITSUBISHI,L200,2017,AUTOMATIC,DIESEL,2500,130,17200000
MITSUBISHI,L200,1998,MANUAL,DIESEL,2500,-,4250000
MAHINDRA,KUV 100 NXT,2021,MANUAL,PETROL,1200,75000,5490000
MAHINDRA,BOLERO,2016,MANUAL,DIESEL,2500,86000,3700000
MAHINDRA,BOLERO,2015,MANUAL,DIESEL,2500,-,3750000
MAZDA,3,2015,AUTOMATIC,PETROL,1600,193424,10495000
MAZDA,AXELA HYBRID,2013,AUTOMATIC,HYBRID,2000,148000,12000000
MAZDA,AXELA,2007,AUTOMATIC,PETROL,1500,175000,3200000
MAZDA,FAMILIA 323 BJ5,2000,AUTOMATIC,PETROL,1500,230000,3700000
MAZDA,BONGO BRAWNY,2006,MANUAL,DIESEL,2400,211000,5750000
MAZDA,BONGO,2001,MANUAL,DIESEL,2180,100000,5485000
MAZDA,BONGO VANETTE,2001,MANUAL,DIESEL,-,-,5485000
MAZDA,CREWCAB,1997,MANUAL,DIESEL,-,-,2750000
DAIHATSU,TANTO,2023,AUTOMATIC,PETROL,650,8100,10650000
DAIHATSU,THOR,2023,AUTOMATIC,PETROL,1000,300,10200000
DAIHATSU,CHARADE,1984,MANUAL,PETROL,1000,100000,430000
DAIHATSU,CHARMANT,1987,MANUAL,PETROL,1300,78000,925000
DAIHATSU,MIRA,2015,AUTOMATIC,PETROL,660,85000,5675000
DAIHATSU,MIRA ES LSALLL,2024,AUTOMATIC,PETROL,660,9000,6400000
DAIHATSU,CHARMANT,1985,MANUAL,PETROL,-,54461,1525000
DAIHATSU,CHARADE G100 S,1989,MANUAL,PETROL,1000,123,1450000
DAIHATSU,CHARADE,1987,MANUAL,DIESEL,1000,0,700000
DAIHATSU,HIJET,2015,AUTOMATIC,PETROL,650,112000,4950000
DAIHATSU,HIJET,1999,AUTOMATIC,PETROL,650,140000,3100000
DAIHATSU,S200,2001,AUTOMATIC,PETROL,650,123876,3550000
DAIHATSU,TERIOS,2007,AUTOMATIC,PETROL,1500,113000,7200000
HYUNDAI,SANTRO ATOS,2003,MANUAL,PETROL,1100,175000,2475000
HYUNDAI,EON,2016,MANUAL,PETROL,814,112000,4200000
HYUNDAI,ACCENT,2000,MANUAL,PETROL,1330,123,2400000
HYUNDAI,ELANTRA,2000,MANUAL,PETROL,1599,151000,2795000
HYUNDAI,SANTA FE,2013,AUTOMATIC,DIESEL,2200,67500,15650000
HYUNDAI,SANTA FE,2007,AUTOMATIC,DIESEL,2200,105090,7700000
HYUNDAI,SANTA FE DM,2016,AUTOMATIC,DIESEL,2200,81000,18700000
KIA,RIO,2004,MANUAL,PETROL,1500,126000,2750000
KIA,RIO,2003,MANUAL,PETROL,1493,96500,2450000
KIA,CARENS,2001,MANUAL,PETROL,1500,160000,3000000
KIA,SEPHIA,2002,MANUAL,PETROL,-,0,1850000
KIA,KIA,2002,MANUAL,PETROL,1790,139000,3200000
KIA,SPORTAGE,2016,AUTOMATIC,PETROL,2000,100200,14350000
KIA,SORENTO,2015,AUTOMATIC,DIESEL,2200,76000,24500000
KIA,SORENTO,2015,AUTOMATIC,DIESEL,2200,0,19850000
KIA,SORENTO,2012,AUTOMATIC,DIESEL,2200,133000,12500000
KIA,SPORTAGE,2000,MANUAL,DIESEL,2000,238000,3650000
KIA,SPORTAGE,2006,AUTOMATIC,PETROL,2000,127000,5475000
KIA,SPORTAGE,2011,AUTOMATIC,PETROL,2000,140000,9500000
KIA,SPORTAGE,2011,AUTOMATIC,PETROL,2000,154000,10675000
BMW,740 LI,2011,AUTOMATIC,PETROL,2979,55800,30000000
BMW,318I,2018,AUTOMATIC,PETROL,1500,84500,23200000
BMW,318I M SPORT,2019,AUTOMATIC,PETROL,15000,600000,25000000
BMW,520D,2012,AUTOMATIC,DIESEL,2000,150000,21000000
BMW,I3 REX,2017,AUTOMATIC,ELECTRIC,125,45000,12500000
BMW,530E M SPORT,2017,AUTOMATIC,PETROL,-,98500,34500000
BMW,I8 ROADSTER LIMITED,2019,MANUAL,PETROL,1500,137000,44500000
BMW,X2,2017,AUTOMATIC,PETROL,1499,100557,24990000
BMW,X1 M SPORT F48,2019,AUTOMATIC,PETROL,1500,97000,22000000
PERODUA,AXIA G GRADE,2017,AUTOMATIC,PETROL,1000,120000,6500000
PERODUA,VIVA ELITE,2011,MANUAL,PETROL,850,95000,4500000
PERODUA,AXIA,2017,AUTOMATIC,PETROL,1000,106262,6385000
PERODUA,AXIA G GRADE,2015,AUTOMATIC,PETROL,990,85300,5995000
PERODUA,KENARI,2007,AUTOMATIC,PETROL,1000,0,3550000
TATA,INDICA LXI,2003,MANUAL,PETROL,10000,-,1450000
TATA,NANO,2014,MANUAL,DIESEL,650,-,1395000
TATA,XENON,2011,MANUAL,DIESEL,3000,170000,3950000
TATA,207 EX,2010,MANUAL,DIESEL,3000,-,1875000
TATA,207,2011,MANUAL,DIESEL,-,0,1790000
NISSAN,SUNNY,1983,MANUAL,PETROL,1500,80,850000
NISSAN,SKYLINE,1976,MANUAL,PETROL,2000,80000,1200000
NISSAN,SB15,2001,AUTOMATIC,DIESEL,2000,205000,3775000
NISSAN,N16,2000,AUTOMATIC,PETROL,1500,259635,4450000
NISSAN,LEAF,2015,AUTOMATIC,ELECTRIC,1000,110000,5450000
NISSAN,TRAD SUNNY,1988,MANUAL,PETROL,1500,223500,1825000
NISSAN,FB14,2001,AUTOMATIC,PETROL,1500,-,1500000
NISSAN,DUALIS J10,2012,AUTOMATIC,PETROL,2,100000,8000000
NISSAN,HB11,1986,MANUAL,PETROL,1300,195600,975000
NISSAN,MARCH K11,2002,AUTOMATIC,PETROL,990,260000,3525000
NISSAN,FB14,1998,AUTOMATIC,DIESEL,2000,265000,3525000
NISSAN,SUNNY SB13 SUPER SALOON,1990,MANUAL,DIESEL,1700,-,2075000
NISSAN,LEAF,2014,AUTOMATIC,ELECTRIC,70,138000,6700000
NISSAN,AD WAGON,1997,AUTOMATIC,PETROL,1490,125000,3190000
NISSAN,FB14,1999,AUTOMATIC,PETROL,1290,198631,3350000
NISSAN,WINGROAD VFY11,2003,AUTOMATIC,PETROL,1490,0,3900000
NISSAN,TRAD SUNNY,1987,MANUAL,PETROL,1500,150000,1550000
NISSAN,MARCH K10,1986,MANUAL,PETROL,1400,123456,900000
NISSAN,LEAF G GRADE,2014,AUTOMATIC,ELECTRIC,70,111000,5500000
NISSAN,MARCH,2000,AUTOMATIC,PETROL,1200,10,3500000
NISSAN,FB14,1996,MANUAL,PETROL,1500,241000,2650000
NISSAN,HB310 GL,1980,MANUAL,PETROL,1300,-,550000
NISSAN,AD WAGON,2000,AUTOMATIC,PETROL,1290,100000,2450000
NISSAN,SUNNY B310,1979,MANUAL,PETROL,1300,12345,595000
NISSAN,PRIMERA,1998,MANUAL,PETROL,2000,123454,3275000
NISSAN,FB14,1999,MANUAL,DIESEL,2500,190000,2675000
NISSAN,FB15,2000,AUTOMATIC,PETROL,1500,168000,4300000
NISSAN,MARCH,2008,AUTOMATIC,PETROL,1300,108000,4890000
NISSAN,AD WAGON,1998,AUTOMATIC,PETROL,13,265000,2600000
NISSAN,SUNNY,1993,AUTOMATIC,PETROL,1300,100000,2575000
NISSAN,FB15 SUPER SALOON,2003,AUTOMATIC,PETROL,1500,112000,5350000
NISSAN,SUNNY N17,2005,MANUAL,PETROL,1300,180000,4490000
NISSAN,SB14,2000,AUTOMATIC,DIESEL,1970,-,2900000
NISSAN,SUNNY FB14,1997,AUTOMATIC,PETROL,1500,197000,3390000
NISSAN,FB12,1987,MANUAL,PETROL,1500,144623,1990000
NISSAN,LEAF,2013,AUTOMATIC,ELECTRIC,80,119000,4700000
NISSAN,Y11,2001,MANUAL,PETROL,1500,150000,3050000
NISSAN,Y11,2001,MANUAL,PETROL,1500,150000,3050000
NISSAN,CARAVAN E24,1994,MANUAL,DIESEL,2700,380000,5850000
NISSAN,SERENA FX,1997,MANUAL,DIESEL,1970,165000,3575000
NISSAN,VRGE23,1981,MANUAL,DIESEL,2300,100000,1550000
NISSAN,VANETTE,1996,MANUAL,DIESEL,2000,167000,3200000
NISSAN,CARAVAN E25,2007,AUTOMATIC,DIESEL,1111,180000,9675000
NISSAN,CARAVAN,1999,MANUAL,DIESEL,3200,531195,7250000
NISSAN,SERENA,1999,AUTOMATIC,DIESEL,2000,203600,3100000
NISSAN,CARAVAN E25,2007,AUTOMATIC,DIESEL,2990,300000,8200000
NISSAN,VANETTE,1998,MANUAL,DIESEL,-,-,4250000
NISSAN,VANETTE GL,2006,MANUAL,PETROL,1800,187000,7675000
NISSAN,VANETTE,1996,MANUAL,DIESEL,1800,80464,2950000
NISSAN,VANETTE,1986,MANUAL,DIESEL,1600,0,1350000
NISSAN,E25,2005,AUTOMATIC,DIESEL,3000,279000,8400000
NISSAN,VANETTE,2001,MANUAL,DIESEL,-,106000,5750000
NISSAN,VANETTE,1992,MANUAL,DIESEL,2000,272000,3150000
NISSAN,VANETTE,1996,MANUAL,DIESEL,1800,119000,2395000
NISSAN,CARAVAN E25,2007,AUTOMATIC,DIESEL,3000,181000,9890000
NISSAN,PATROL Y61,2014,AUTOMATIC,DIESEL,3000,75000,37590000
NISSAN,PATROL GRX Y61,2015,AUTOMATIC,DIESEL,2953,140000,48590000
NISSAN,D21,1996,MANUAL,DIESEL,2800,26467,6650000
NISSAN,D21,1987,MANUAL,DIESEL,2700,220000,3285000
NISSAN,720,1985,MANUAL,DIESEL,24800,12548,1750000
SUZUKI,ALTO,2011,MANUAL,PETROL,800,62400,3290000
SUZUKI,ALTO 800,2015,MANUAL,PETROL,800,55000,4000000
SUZUKI,ALTO,2016,MANUAL,PETROL,800,69000,3925000
SUZUKI,WAGON R FX SAFETY,2017,AUTOMATIC,HYBRID,650,145000,6825000
SUZUKI,WAGON R STINGRAY,2018,AUTOMATIC,HYBRID,660,102400,7550000
SUZUKI,WAGON R 55,2018,AUTOMATIC,HYBRID,650,61900,7800000
SUZUKI,MARUTI,2006,MANUAL,PETROL,800,54000,1980000
SUZUKI,WAGON R,2015,AUTOMATIC,HYBRID,650,121000,2200000
