Date,Make,Type,Title,Location,Mileage,Overview Price,Detail Price,Engine CC,YOM,Post Make,Model,Gear,Fuel Type,Post URL,Image URL
8/4/2025,micro,vans,Micro Mpv 2007 Van,Anuradapura,145000 (km),"Rs. 1,775,000","Rs. 1,775,000",1050,2007,Micro,Mpv,Manual,Petrol,https://riyasewana.com/buy/micro-mpv-sale-anuradapura-10148535,https://riyasewana.com/thumb/thumbmicro-mpv-41615174541.jpg
8/4/2025,micro,vans,Micro Tourer 2013 Van,Badulla,350000 (km),Negotiable,Negotiable,2500,2013,Micro,Tourer,Manual,Diesel,https://riyasewana.com/buy/micro-tourer-sale-badulla-10146451,https://riyasewana.com/thumb/thumbmicro-tourer-2013-2221492912981.jpg
8/4/2025,micro,vans,Micro Mpv Junior 2011 Van,Kurunegala,74657 (km),"Rs. 2,490,000","Rs. 2,490,000",1050,2011,Micro,Mpv Junior,Manual,Petrol,https://riyasewana.com/buy/micro-mpv-junior-sale-kurunegala-10146378,https://riyasewana.com/thumb/thumbmicro-mpv-junior-495909433133.jpg
8/3/2025,micro,vans,Micro MPV 2013 Van,Tangalle,47000 (km),"Rs. 2,200,000","Rs. 2,200,000",1050,2013,Micro,MPV,Manual,Petrol,https://riyasewana.com/buy/micro-mpv-sale-tangalle-10144850,https://riyasewana.com/thumb/thumbmicro-mpv-32207444091.jpg
8/2/2025,micro,vans,Micro MPV 2009 Van,Homagama,57100 (km),"Rs. 1,875,000","Rs. 1,875,000",1050,2009,Micro,MPV,Manual,Petrol,https://riyasewana.com/buy/micro-mpv-sale-homagama-10137135,https://riyasewana.com/thumb/thumbmicro-mpv-2141318791.jpg
8/1/2025,micro,vans,Micro MP 2011 Van,Anuradapura,120000 (km),"Rs. 25,500,000","Rs. 25,500,000",-,2011,Micro,MP,Manual,Petrol,https://riyasewana.com/buy/micro-mp-sale-anuradapura-10127068,https://riyasewana.com/thumb/thumbmicro-mp-2011-16224912061.jpg
8/5/2025,micro,suvs,Micro Kyron 2008 SUV,Colombo,196000 (km),"Rs. 6,450,000","Rs. 6,450,000",2000,2008,Micro,Kyron,Automatic,Diesel,https://riyasewana.com/buy/micro-kyron-sale-colombo-10150964,https://riyasewana.com/thumb/thumbmicro-kyron-2008-58260212771.jpg
8/5/2025,micro,suvs,Micro Kyron 200XDI 2009 SUV,Malabe,123456 (km),Negotiable,Negotiable,1998,2009,Micro,Kyron 200XDI,Automatic,Diesel,https://riyasewana.com/buy/micro-kyron-200xdi-sale-malabe-10150962,https://riyasewana.com/thumb/thumbmicro-kyron-200xdi-582544201.jpg
8/5/2025,micro,suvs,Micro Rexton W 2017 SUV,Kaduwela,154000 (km),"Rs. 13,495,000","Rs. 13,495,000",2000,2017,Micro,Rexton W,Automatic,Diesel,https://riyasewana.com/buy/micro-rexton-w-sale-kaduwela-10150533,https://riyasewana.com/thumb/thumbmicro-rexton-w-571058311.jpg
8/5/2025,micro,suvs,Micro Tivoli 2017 SUV,Kandana,95000 (km),"Rs. 8,450,000","Rs. 8,450,000",1600,2017,Micro,Tivoli,Automatic,Diesel,https://riyasewana.com/buy/micro-tivoli-sale-kandana-10150344,https://riyasewana.com/thumb/thumbmicro-tivoli-diesel-2017-56202612891.jpg
8/4/2025,micro,suvs,Micro Actyon 2008 SUV,Maharagama,180000 (km),"Rs. 2,000,000","Rs. 2,000,000(Ongoing Lease)",2000,2008,Micro,Actyon,Manual,Diesel,https://riyasewana.com/buy/micro-actyon-sale-maharagama-10149877,https://riyasewana.com/thumb/thumbmicro-actyon-4212407421.jpg
8/4/2025,micro,suvs,Micro Kyron 2008 SUV,Ja-Ela,196000 (km),"Rs. 5,750,000","Rs. 5,750,000",2000,2008,Micro,Kyron,Automatic,Diesel,https://riyasewana.com/buy/micro-kyron-sale-ja-ela-10149479,https://riyasewana.com/thumb/thumbssangyong-kyron-419321222761.jpg
8/4/2025,micro,suvs,Micro Rexton 2015 SUV,Boralesgamuwa,72000 (km),"Rs. 14,250,000","Rs. 14,250,000",1998,2015,Micro,Rexton,Automatic,Diesel,https://riyasewana.com/buy/micro-rexton-sale-boralesgamuwa-10149142,https://riyasewana.com/thumb/thumbmicro-rexton-4182320641.jpg
8/4/2025,micro,suvs,Micro KYRON 2013 SUV,Pannipitiya,148185 (km),"Rs. 6,950,000","Rs. 6,950,000",2000,2013,Micro,KYRON,Automatic,Diesel,https://riyasewana.com/buy/micro-kyron-sale-pannipitiya-10147336,https://riyasewana.com/thumb/thumbmicro-kyron-4121836931.jpg
8/4/2025,micro,suvs,Micro Kyron 2014 SUV,Matara,120000 (km),"Rs. 6,150,000","Rs. 6,150,000",2000,2014,Micro,Kyron,Automatic,Diesel,https://riyasewana.com/buy/micro-kyron-sale-matara-10145925,https://riyasewana.com/thumb/thumbssangyong-kayron-4904524951.jpg
8/4/2025,micro,suvs,Micro Rexton W 2017 SUV,Colombo,131000 (km),"Rs. 13,350,000","Rs. 13,350,000",2000,2017,Micro,Rexton W,Automatic,Diesel,https://riyasewana.com/buy/micro-rexton-w-sale-colombo-10145827,https://riyasewana.com/thumb/thumbmicro-rexton-w-4848295001.jpg
8/4/2025,micro,suvs,Micro Kyron 2008 SUV,Moratuwa,220641 (km),"Rs. 6,750,000","Rs. 6,750,000",2000,2008,Micro,Kyron,Manual,Diesel,https://riyasewana.com/buy/micro-kyron-sale-moratuwa-10145726,https://riyasewana.com/thumb/thumbmicro-kyron-2008-48333112391.jpg
8/4/2025,micro,suvs,Micro Rhino 2013 SUV,Matale,,"Rs. 375,000","Rs. 375,000",-,2013,Micro,Rhino,Manual,Diesel,https://riyasewana.com/buy/micro-rhino-sale-matale-10145495,https://riyasewana.com/thumb/thumbmicro-rhino-2013-47521112301.jpg
8/4/2025,micro,suvs,Micro Kyron 2009 SUV,Maharagama,147000 (km),Negotiable,Negotiable,2000,2009,Micro,Kyron,Automatic,Diesel,https://riyasewana.com/buy/micro-kyron-sale-maharagama-10145460,https://riyasewana.com/thumb/thumbmicro-kyron-2009-47461512941.jpg
8/4/2025,micro,suvs,Micro Kyron 2009 SUV,Negombo,208000 (km),"Rs. 62,750,000","Rs. 62,750,000",2000,2009,Micro,Kyron,Automatic,Diesel,https://riyasewana.com/buy/micro-kyron-sale-negombo-10145233,https://riyasewana.com/thumb/thumbmicro-kyron-2009-46531112941.jpg
8/3/2025,micro,suvs,Micro Kyron 2010 SUV,Homagama,250000 (km),"Rs. 6,800,000","Rs. 6,800,000",2000,2010,Micro,Kyron,Automatic,Diesel,https://riyasewana.com/buy/micro-kyron-sale-homagama-10143840,https://riyasewana.com/thumb/thumbmini-kyron-2010-317073212261.jpg
8/3/2025,micro,suvs,Micro Kyron 2009 SUV,Bandarawela,110000 (km),"Rs. 5,995,000","Rs. 5,995,000",2000,2009,Micro,Kyron,Manual,Diesel,https://riyasewana.com/buy/micro-kyron-sale-bandarawela-10137416,https://riyasewana.com/thumb/thumbmicro-kyron-2150336752.jpg
8/3/2025,micro,suvs,Micro Tivoli 2016 SUV,Kaduwela,137650 (km),"Rs. 8,800,000","Rs. 8,800,000(Ongoing Lease)",1597,2016,Micro,Tivoli,Automatic,Diesel,https://riyasewana.com/buy/micro-tivoli-sale-kaduwela-10142000,https://riyasewana.com/thumb/thumbmicro-tivoli-2016-311243512451.jpg
8/3/2025,micro,suvs,Micro Rexton 2008 SUV,Kaduwela,172800 (km),"Rs. 7,290,000","Rs. 7,290,000",2500,2008,Micro,Rexton,Automatic,Diesel,https://riyasewana.com/buy/micro-rexton-sale-kaduwela-10141350,https://riyasewana.com/thumb/thumbmicro-rexton-310083322051.jpg
8/2/2025,micro,suvs,Micro REXTON W 2015 SUV,Malabe,95000 (km),"Rs. 13,000,000","Rs. 13,000,000",2000,2015,Micro,REXTON W,Automatic,Diesel,https://riyasewana.com/buy/micro-rexton-w-sale-malabe-10139340,https://riyasewana.com/thumb/thumbmicro-rexton-22231054481.jpg
8/2/2025,micro,suvs,Micro KYRON 2007 SUV,Malabe,165886 (km),"Rs. 6,150,000","Rs. 6,150,000",2000,2007,Micro,KYRON,Automatic,Diesel,https://riyasewana.com/buy/micro-kyron-sale-malabe-10139304,https://riyasewana.com/thumb/thumbmicro-kyron-22221426821.jpg
8/2/2025,micro,suvs,Micro Actyon 2008 SUV,Maharagama,180000 (km),"Rs. 1,880,000","Rs. 1,880,000(Ongoing Lease)",2000,2008,Micro,Actyon,Manual,Diesel,https://riyasewana.com/buy/micro-actyon-sale-maharagama-10138945,https://riyasewana.com/thumb/thumbmicro-actyon-2201709171.jpg
8/2/2025,micro,suvs,Micro Korando 2011 SUV,Kottawa,,Negotiable,Negotiable,2000,2011,Micro,Korando,Automatic,Diesel,https://riyasewana.com/buy/micro-korando-sale-kottawa-10137526,https://riyasewana.com/thumb/thumbssangyong-korando-jeep-21521504521.jpg
8/2/2025,micro,suvs,Micro Rexton 2016 SUV,Colombo,160000 (km),"Rs. 12,900,000","Rs. 12,900,000",2000,2016,Micro,Rexton,Automatic,Diesel,https://riyasewana.com/buy/micro-rexton-sale-colombo-10136791,https://riyasewana.com/thumb/thumbmicro-rexton-21319424041.jpg
8/2/2025,micro,suvs,Micro ACTYON 2008 SUV,Ja-Ela,175714 (km),Negotiable,Negotiable,2000,2008,Micro,ACTYON,Automatic,Diesel,https://riyasewana.com/buy/micro-actyon-sale-ja-ela-10134784,https://riyasewana.com/thumb/thumbmicro-actyon-294212271.jpg
8/2/2025,micro,suvs,Micro Tivoli 2016 SUV,Homagama,152000 (km),"Rs. 7,550,000","Rs. 7,550,000",1600,2016,Micro,Tivoli,Automatic,Diesel,https://riyasewana.com/buy/micro-tivoli-sale-homagama-10134157,https://riyasewana.com/thumb/thumbmicro-tivoli-2016-1911483212591.jpg
8/2/2025,micro,suvs,Micro Actyon 2009 SUV,Ja-Ela,195000 (km),"Rs. 3,975,000","Rs. 3,975,000",2000,2009,Micro,Actyon,Manual,Diesel,https://riyasewana.com/buy/micro-actyon-sale-ja-ela-10132850,https://riyasewana.com/thumb/thumbmicro-actyon-2009-21431512822.jpg
8/2/2025,micro,suvs,Micro Kyron 2009 SUV,Negombo,,"Rs. 6,275,000","Rs. 6,275,000",2000,2009,Micro,Kyron,Automatic,Diesel,https://riyasewana.com/buy/micro-kyron-sale-negombo-10132826,https://riyasewana.com/thumb/thumbmicro-kyron-2009-20492512341.jpg
8/1/2025,micro,suvs,Micro Kyron 2009 SUV,Colombo,157000 (km),"Rs. 8,000,000","Rs. 8,000,000",2000,2009,Micro,Kyron,Automatic,Diesel,https://riyasewana.com/buy/micro-kyron-sale-colombo-10130942,https://riyasewana.com/thumb/thumbmicro-kyron-120172217554.jpg
8/1/2025,micro,suvs,Micro Kyron 2009 SUV,Kottawa,120858 (km),"Rs. 6,500,000","Rs. 6,500,000",2000,2009,Micro,Kyron,Automatic,Diesel,https://riyasewana.com/buy/micro-kyron-sale-kottawa-10129994,https://riyasewana.com/thumb/thumbmicro-kyron-113534722331.jpg
8/1/2025,micro,suvs,Micro Korando 2012 SUV,Malabe,174000 (km),"Rs. 5,900,000","Rs. 5,900,000",2000,2012,Micro,Korando,Automatic,Diesel,https://riyasewana.com/buy/micro-korando-sale-malabe-10129412,https://riyasewana.com/thumb/thumbmicro-korondo-2012-111495412661.jpg
8/1/2025,micro,suvs,Micro Rexton 270xdi 2008 SUV,Kuliyapitiya,189000 (km),"Rs. 7,650,000","Rs. 7,650,000",2700,2008,Micro,Rexton 270xdi,Automatic,Diesel,https://riyasewana.com/buy/micro-rexton-270xdi-sale-kuliyapitiya-10128210,https://riyasewana.com/thumb/thumbmicro-rexton-270xdi-2008-19220412481.jpg
8/1/2025,micro,suvs,Micro Almaz Wuling SAIC 2023 SUV,Colombo,20800 (km),"Rs. 14,790,000","Rs. 14,790,000",1500,2023,Micro,Almaz Wuling SAIC,Automatic,Petrol,https://riyasewana.com/buy/micro-almaz-wuling-sale-colombo-10126926,https://riyasewana.com/thumb/thumbmicro-almaz-wuling-2023-11304012241.jpg
8/5/2025,suzuki,cars,Suzuki Alto 2007 Car,Kiribathgoda,124000 (km),"Rs. 2,790,000","Rs. 2,790,000",800,2007,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-kiribathgoda-10152489,https://riyasewana.com/thumb/thumbsuzuki-alto-51144054871.jpg
8/5/2025,suzuki,cars,Suzuki ALTO 800 2015 Car,Ragama,115000 (km),"Rs. 3,950,000","Rs. 3,950,000",800,2015,Suzuki,ALTO 800,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-800-sale-ragama-10152481,https://riyasewana.com/thumb/thumbsuzuki-alto-800-51143074691.jpg
8/5/2025,suzuki,cars,Suzuki Alto 2014 Car,Welimada,124000 (km),"Rs. 3,890,000","Rs. 3,890,000",800,2014,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-welimada-10152475,https://riyasewana.com/thumb/thumbsuzuki-alto-511415622161.jpg
8/5/2025,suzuki,cars,Suzuki Swift 2008 Car,Boralesgamuwa,151000 (km),"Rs. 6,075,000","Rs. 6,075,000",1300,2008,Suzuki,Swift,Automatic,Petrol,https://riyasewana.com/buy/suzuki-swift-sale-boralesgamuwa-10152452,https://riyasewana.com/thumb/thumbsuzuki-swift-5113833401.jpg
8/5/2025,suzuki,cars,Suzuki Alto K10 2015 Car,Colombo,75938 (km),Negotiable,Negotiable,1000,2015,Suzuki,Alto K10,Automatic,Petrol,https://riyasewana.com/buy/suzuki-alto-k10-sale-colombo-10152449,https://riyasewana.com/thumb/thumbsuzuki-k10-2015-511381512571.jpg
8/5/2025,suzuki,cars,Suzuki Spacia Custom Z 2017 Car,Kandy,92000 (km),"Rs. 7,550,000","Rs. 7,550,000",650,2017,Suzuki,Spacia Custom Z,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-spacia-custom-sale-kandy-10152443,https://riyasewana.com/thumb/thumbsuzuki-suzuki-spacia-511374622381.jpg
8/5/2025,suzuki,cars,Suzuki Alto Sport 2011 Car,Kurunegala,145350 (km),"Rs. 3,295,000","Rs. 3,295,000",800,2011,Suzuki,Alto Sport,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sport-sale-kurunegala-10152432,https://riyasewana.com/thumb/thumbsuzuki-alto-sport-2011-511354012471.jpg
8/5/2025,suzuki,cars,Suzuki Maruti 2010 Car,Malabe,121000 (km),"Rs. 2,390,000","Rs. 2,390,000",800,2010,Suzuki,Maruti,Manual,Petrol,https://riyasewana.com/buy/suzuki-maruti-sale-malabe-10152429,https://riyasewana.com/thumb/thumbsuzuki-maruti-511352822891.jpg
8/5/2025,suzuki,cars,Suzuki Alto 2015 Car,Gampaha,79132 (km),"Rs. 3,950,000","Rs. 3,950,000",800,2015,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-gampaha-10152421,https://riyasewana.com/thumb/thumbsuzuki-alto-511390324821.jpg
8/5/2025,suzuki,cars,Suzuki Wagon R Smile 2024 Car,Nugegoda,400 (km),"Rs. 8,750,000","Rs. 8,750,000",660,2024,Suzuki,Wagon R Smile,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-nugegoda-10152408,https://riyasewana.com/thumb/thumbsuzuki-waganr-smile-5113239931.jpg
8/5/2025,suzuki,cars,Suzuki Wagon R Fx Safety 2018 Car,Marawila,88750 (km),Negotiable,Negotiable,650,2018,Suzuki,Wagon R Fx Safety,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-marawila-10152393,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2018-511304012021.jpg
8/5/2025,suzuki,cars,Suzuki Swift Japan 2010 Car,Colombo,105000 (km),"Rs. 6,190,000","Rs. 6,190,000",1300,2010,Suzuki,Swift Japan,Automatic,Petrol,https://riyasewana.com/buy/suzuki-swift-japan-sale-colombo-10152391,https://riyasewana.com/thumb/thumbsuzuki-swift-japan-511302822701.jpg
8/5/2025,suzuki,cars,Suzuki Wagon R 2006 Car,Colombo,146095 (km),Negotiable,Negotiable,1000,2006,Suzuki,Wagon R,Manual,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-10152388,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2006-511293712361.jpg
8/5/2025,suzuki,cars,Suzuki Wagon R 2007 Car,Malabe,138000 (km),"Rs. 3,950,000","Rs. 3,950,000",650,2007,Suzuki,Wagon R,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-10152383,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-511291422091.jpg
8/5/2025,suzuki,cars,Suzuki Wagon R Fx 2024 Car,Pannipitiya,9000 (km),"Rs. 8,200,000","Rs. 8,200,000",650,2024,Suzuki,Wagon R Fx,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-pannipitiya-10152366,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-511265822571.jpg
8/5/2025,suzuki,cars,Suzuki Wagon R Smile 2023 Car,Nugegoda,20000 (km),"Rs. 8,750,000","Rs. 8,750,000",660,2023,Suzuki,Wagon R Smile,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-nugegoda-10152359,https://riyasewana.com/thumb/thumbsuzuki-waganr-smile-5112524681.jpg
8/5/2025,suzuki,cars,Suzuki Alto 2014 Car,Kegalle,69800 (km),"Rs. 3,885,000","Rs. 3,885,000",800,2014,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-kegalle-10152357,https://riyasewana.com/thumb/thumbsuzuki-alto-2014-511245212491.jpg
8/5/2025,suzuki,cars,Suzuki Alto 2014 Car,Malabe,137000 (km),"Rs. 3,790,000","Rs. 3,790,000",800,2014,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-malabe-10152344,https://riyasewana.com/thumb/thumbsuzuki-alto-511223022931.jpg
8/5/2025,suzuki,cars,Suzuki Wagon R FX 2017 Car,Boralesgamuwa,110000 (km),"Rs. 6,890,000","Rs. 6,890,000",650,2017,Suzuki,Wagon R FX,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-boralesgamuwa-10152341,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-5112218111.jpg
8/5/2025,suzuki,cars,Suzuki Estilo 2011 Car,Kaduwela,85000 (km),"Rs. 3,725,000","Rs. 3,675,000",1000,2011,Suzuki,Estilo,Manual,Petrol,https://riyasewana.com/buy/suzuki-estilo-sale-kaduwela-10152334,https://riyasewana.com/thumb/thumbsuzuki-estilo-2011-511210812701.jpg
8/5/2025,suzuki,cars,Suzuki Wagon R Custom Z 2024 Car,Nugegoda,400 (km),"Rs. 9,750,000","Rs. 9,750,000",660,2024,Suzuki,Wagon R Custom Z,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-nugegoda-10152325,https://riyasewana.com/thumb/thumbsuzuki-wagonr-custom-5112026641.jpg
8/5/2025,suzuki,cars,Suzuki Wagon R Fz Safety 2017 Car,Kandy,115000 (km),"Rs. 7,250,000","Rs. 7,250,000",650,2017,Suzuki,Wagon R Fz Safety,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-kandy-10152318,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-5111930771.jpg
8/5/2025,suzuki,cars,Suzuki Spacia Custom 2024 Car,Nugegoda,400 (km),"Rs. 10,500,000","Rs. 10,500,000",660,2024,Suzuki,Spacia Custom,Automatic,Petrol,https://riyasewana.com/buy/suzuki-spacia-custom-sale-nugegoda-10152301,https://riyasewana.com/thumb/thumbsuzuki-spacia-custom-5111602951.jpg
8/5/2025,suzuki,cars,Suzuki Alto 2011 Car,Nittambuwa,1000532 (km),Negotiable,Negotiable,800,2011,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-nittambuwa-10152292,https://riyasewana.com/thumb/thumbsuzuki-alto-51116296721.jpg
8/5/2025,suzuki,cars,Suzuki Wagon R 2018 Car,Malabe,118000 (km),"Rs. 7,090,000","Rs. 7,090,000",650,2018,Suzuki,Wagon R,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-10152289,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-511141122751.jpg
8/5/2025,suzuki,cars,Suzuki WAGON R 2025 Car,Gampaha,4 (km),Negotiable,Negotiable,650,2025,Suzuki,WAGON R,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-gampaha-10152282,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-5111350711.jpg
8/5/2025,suzuki,cars,Suzuki Alto 2017 Car,Piliyandala,75000 (km),Negotiable,Negotiable,650,2017,Suzuki,Alto,Automatic,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-piliyandala-10152277,https://riyasewana.com/thumb/thumbsuzuki-alto-511131422701.jpg
8/5/2025,suzuki,cars,Suzuki SWIFT BEETLE 2006 Car,Batticaloa,279000 (km),"Rs. 5,300,000","Rs. 5,300,000",1300,2006,Suzuki,SWIFT BEETLE,Automatic,Petrol,https://riyasewana.com/buy/suzuki-swift-beetle-sale-batticaloa-10152252,https://riyasewana.com/thumb/thumbsuzuki-swift-beetle-2006-511082012301.jpg
8/5/2025,suzuki,cars,Suzuki Alto K10 2015 Car,Kuliyapitiya,113250 (km),"Rs. 4,725,000","Rs. 4,725,000",1000,2015,Suzuki,Alto K10,Automatic,Petrol,https://riyasewana.com/buy/suzuki-alto-k10-sale-kuliyapitiya-10152234,https://riyasewana.com/thumb/thumbsuzuki-k10-2015-511053312211.jpg
8/5/2025,suzuki,cars,Suzuki Alto 2011 Car,Nawalapitiya,134000 (km),"Rs. 3,450,000","Rs. 3,450,000",800,2011,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-nawalapitiya-10152208,https://riyasewana.com/thumb/thumbsuzuki-alto-2011-511025412601.jpg
8/5/2025,suzuki,cars,Suzuki Wagon R Stingray J Style 2015 Car,Minuwangoda,75089 (km),"Rs. 6,650,000","Rs. 6,650,000",658,2015,Suzuki,Wagon R Stingray J Style,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-minuwangoda-10152189,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-51059284601.jpg
8/5/2025,suzuki,cars,Suzuki 2019 2019 Car,Chavakacheri,77 (km),Negotiable,Negotiable,77,2019,Suzuki,2019,Automatic,Petrol,https://riyasewana.com/buy/suzuki-2019-sale-chavakacheri-10152175,https://riyasewana.com/thumb/thumbsuzuki-2019-510571522741.jpg
8/5/2025,suzuki,cars,Suzuki Wagon R Fz 2017 Car,Malabe,92000 (km),"Rs. 7,250,000","Rs. 7,250,000",650,2017,Suzuki,Wagon R Fz,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-10152169,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2017-510563912821.jpg
8/5/2025,suzuki,cars,Suzuki Stingray FZ 2019 Car,Kandy,19000 (km),Negotiable,Negotiable,1000,2019,Suzuki,Stingray FZ,Automatic,Petrol,https://riyasewana.com/buy/suzuki-stingray-fz-sale-kandy-10152145,https://riyasewana.com/thumb/thumbsuzuki-stingray-fz-51053024601.jpg
8/5/2025,suzuki,cars,Suzuki Wagon R Fz 2017 Car,Colombo,112 (km),"Rs. 7,275,000","Rs. 7,275,000",650,2017,Suzuki,Wagon R Fz,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-10152144,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2017-510525412931.jpg
8/5/2025,suzuki,cars,Suzuki Spacia Custom 2024 Car,Colombo,4000 (km),"Rs. 10,900,000","Rs. 10,900,000",600,2024,Suzuki,Spacia Custom,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-spacia-custom-sale-colombo-10152126,https://riyasewana.com/thumb/thumbsuzuki-spacia-custom-2024-510495312171.jpg
8/5/2025,suzuki,cars,Suzuki Alto 2016 Car,Colombo,107588 (km),"Rs. 4,145,000","Rs. 4,145,000",800,2016,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-colombo-10152087,https://riyasewana.com/thumb/thumbsuzuki-alto-2016-510442112821.jpg
8/5/2025,suzuki,cars,Suzuki Alto K10 Vxi 2011 Car,Galle,135800 (km),"Rs. 3,335,000","Rs. 3,335,000",1000,2011,Suzuki,Alto K10 Vxi,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-k10-sale-galle-10152066,https://riyasewana.com/thumb/thumbsuzuki-alto-k10-51041194791.jpg
8/5/2025,suzuki,cars,Suzuki Wagon R Safety 2018 Car,Colombo,85000 (km),"Rs. 7,290,000","Rs. 7,290,000",660,2018,Suzuki,Wagon R Safety,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-10152058,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2018-510395312561.jpg
8/5/2025,suzuki,cars,Suzuki Alto Lxi 2008 Car,Tangalle,138000 (km),"Rs. 2,960,000","Rs. 2,960,000",800,2008,Suzuki,Alto Lxi,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-lxi-sale-tangalle-10152057,https://riyasewana.com/thumb/thumbsuzuki-alto-lxi-5103937861.jpg
8/5/2025,suzuki,cars,Suzuki Alto K10 Vxi 2015 Car,Galle,135000 (km),"Rs. 4,350,000","Rs. 4,350,000",1000,2015,Suzuki,Alto K10 Vxi,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-k10-sale-galle-10152051,https://riyasewana.com/thumb/thumbsuzuki-alto-k10-51038464821.jpg
8/5/2025,suzuki,cars,Suzuki WAGON R FX 2023 Car,Anuradapura,35753 (km),Negotiable,Negotiable,660,2023,Suzuki,WAGON R FX,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-anuradapura-10152037,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-51037214881.jpg
8/5/2025,suzuki,cars,Suzuki SPACIA 2023 Car,Anuradapura,16646 (km),Negotiable,Negotiable,660,2023,Suzuki,SPACIA,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-spacia-sale-anuradapura-10152025,https://riyasewana.com/thumb/thumbsuzuki-spacia-51035334401.jpg
